beta_deg,r,V_R,gamma_deg,Y_R,Y_R_MMG
9.999999999999996,0.0,1.0232722907091087,5.079233126611372,2.3082175975220496,2.3712028438232498
-9.999999999999996,0.0,1.0167704160701627,-4.72710776313201,-2.268345033432151,-2.077164971173008
-0.0,0.06521472045984979,1.1039398916278618,6.470564764938198,3.2864614436976027,3.479732989685344
0.0,-0.06521472045984979,1.087830735423801,-5.7249147039357915,-3.871231272138796,-2.855335664804784
